CreditScore,LTV,DTI,FEDTI,POINTS
508,0.92,0.520914874,0.369597092,0.2109488034
532,0.8,0.699082201,0.494582312,0.2806335487
591,0.85,0.612000999,0.464839354,0.2423159647
558,0.72,0.273998999,0.171047524,0.6251909011295681
611,0.86,0.614508316,0.420095269,0.24653964150000002
721,0.78,0.346660624,0.196589408,0.811229570904827
521,0.72,0.794400899,0.50183974,0.32037593610000004
808,0.94,0.277974684,0.156700694,0.7170372499032636
746,0.88,0.411020675,0.262106778,0.6802159976460816
683,0.9,0.800602958,0.505267349,0.3702953222411765
605,0.78,1.107678402,0.807963844,0.2584357754
584,0.86,0.491409917,0.302916351,0.2705673732
668,0.71,0.314288395,0.206583255,0.799600529888118
538,0.8,0.80630949,0.479150755,0.2714539755
692,0.95,0.520606529,0.321163546,0.3243524042647059
729,0.83,0.425108083,0.270346178,0.71899721339359
629,0.79,0.434632084,0.298891682,0.3766476234
567,0.83,0.525270466,0.317187565,0.3157541969
746,0.83,1.096201421,0.654078562,0.44438376640588234
714,0.73,0.68068323,0.348221641,0.5571095129
600,0.93,0.467578831,0.311026779,0.222139439
517,0.77,0.726598595,0.521723759,0.3251677646
546,0.78,0.60735344,0.405279925,0.3487366635
781,0.84,1.467902231,0.904542003,0.39246145895294116
506,0.88,0.890802621,0.633090363,0.1976107016
698,0.79,0.396595955,0.22533305,0.7825864109194841
522,0.85,0.608319312,0.394895757,0.2496784931
666,0.84,0.82384673,0.598185222,0.4536791577411765
666,0.8,0.442893963,0.306460289,0.5209469277411765
788,0.82,0.502315685,0.315774369,0.549955700482353
545,0.94,0.707673933,0.419640538,0.1872685529
622,0.85,0.636662837,0.45675476,0.24065824030000002
760,0.74,0.582826135,0.303062925,0.5849405057647059
834,0.86,0.42031909,0.24495838,0.7100603563513778
629,0.93,1.923144743,1.33427157,-0.025741631300000005
769,0.75,0.334345717,0.180062379,0.8341136601812585
835,0.83,0.331222248,0.179356401,0.8045039480266758
631,0.81,0.449584125,0.308067966,0.3242347909
808,0.88,0.739611206,0.471743854,0.4665115528235294
622,0.86,0.285926668,0.189352835,0.5158794135465117
677,0.71,0.434255319,0.257519801,0.6637207576588235
839,0.85,0.63784532,0.298092085,0.5031709653823528
737,0.88,0.675629342,0.4404434,0.45515743168235295
815,0.82,0.88663251,0.456730321,0.5053695992529411
761,0.88,0.274359233,0.170625631,0.7490813312639242
829,0.77,0.422331876,0.263118695,0.8016358515629275
544,0.77,0.547538159,0.376522239,0.3575939602
590,0.74,0.725641327,0.455930807,0.33184278660000005
781,0.74,0.395334245,0.248300564,0.7990889129841704
774,0.95,0.931751986,0.533252427,0.28614661752352943
572,0.88,0.930494681,0.678367021,0.1891138298
607,0.93,0.303771076,0.20575034,0.45587329943521593
523,0.92,0.508528795,0.324305533,0.21671656720000002
699,0.78,0.395364045,0.281606602,0.6854824483499316
660,0.71,0.732425278,0.388844293,0.5319906899588235
672,0.94,0.367208491,0.216437918,0.6349504789065858
653,0.74,0.417602145,0.25558921,0.7536601849081493
837,0.78,0.759746603,0.358718325,0.5843299777882354
734,0.74,0.401279739,0.225147736,0.792151577692007
703,0.76,0.557961147,0.34143908,0.5668246831823529
799,0.91,0.323986651,0.20088039,0.6879112707807309
626,0.89,0.503053512,0.314090301,0.2682856187
501,0.87,0.714553872,0.461186869,0.2324259259
622,0.75,0.77084504,0.528527217,0.32006277429999996
753,0.71,0.524504894,0.228351924,0.6874658402638656
597,0.95,0.892521127,0.671997988,0.04854808850000001
557,0.8,0.398838458,0.247707825,0.5187797898754153
819,0.73,0.740159632,0.409802489,0.5758861408411765
825,0.91,0.307761504,0.167153668,0.7113768774614031
806,0.8,0.377687613,0.239142339,0.7638165167104749
578,0.92,0.427275022,0.253529849,0.41008734117109635
758,0.84,0.366243146,0.170410465,0.7769074714622826
508,0.79,0.554279338,0.377605472,0.35681151899999997
728,0.82,0.370918864,0.177738955,0.7643792479143053
569,0.9,0.739343808,0.538327172,0.17223290200000002
683,0.74,0.265795991,0.154216775,0.8339919121355286
654,0.88,0.882034026,0.595318989,0.39461763967647057
606,0.8,0.364986079,0.214391293,0.5385511975830565
767,0.87,0.554973579,0.345504122,0.48554046519411764
627,0.86,0.386609891,0.217776782,0.48231330088039864
716,0.92,0.322151408,0.200907277,0.663916704272523
535,0.89,0.424283276,0.290217577,0.3723077129976744
665,0.86,0.524548975,0.273751708,0.5453648706512605
598,0.91,1.195578614,0.785096729,0.1019324657
680,0.77,0.568261672,0.30157742,0.5630160908
676,0.85,0.827105176,0.480583581,0.4180546537117647
772,0.88,0.415693115,0.243108984,0.6935613689446942
754,0.75,0.895212224,0.561426146,0.526100868882353
785,0.73,0.311638641,0.164364067,0.8497067978830369
542,0.85,1.334,0.826273731,0.13397262689999997
553,0.8,0.277327327,0.156670957,0.5795513595764119
512,0.92,0.464671305,0.311960173,0.2223368522
689,0.87,0.368253608,0.233814863,0.6835013766557553
825,0.86,0.286600337,0.151693086,0.7718197155178815
769,0.88,0.514548358,0.331052351,0.4916163996882353
809,0.86,0.395897976,0.180257167,0.7314943200835451
670,0.94,0.60043568,0.375487274,0.39946652812941175
706,0.91,0.392329017,0.235954515,0.6321382829016025
837,0.79,0.238616055,0.110177971,0.901335089417139
551,0.71,0.751475949,0.420336709,0.33281873419999997
831,0.94,0.356920211,0.178559454,0.6976358309018956
533,0.88,1.172611621,0.837749235,0.14896391439999998
581,0.85,1.591193434,1.163952972,0.0744853594
545,0.8,0.299489371,0.173631762,0.5683399654983389
569,0.92,0.552127444,0.37312672,0.20747458359999998
797,0.73,0.446756347,0.229249716,0.7078612314344537
596,0.84,0.71353493,0.438787954,0.28476771160000003
687,0.71,0.299713865,0.159593516,0.8253602404064881
548,0.71,0.342550808,0.218185912,0.5924134813953488
505,0.89,0.516568675,0.376534521,0.2606896804
754,0.83,0.35071191,0.18823686,0.7729763465800273
746,0.87,1.148388291,0.712654778,0.3833074578058823
742,0.73,0.830313673,0.482324397,0.5369714871176471
574,0.92,0.452120362,0.322323091,0.2225556547
748,0.92,0.94720426,0.455001902,0.37977938380000004
781,0.71,0.370905825,0.209786309,0.8185250319625758
784,0.92,0.417652003,0.196264306,0.66336546750342
690,0.73,0.424897025,0.227909992,0.7727314891283955
787,0.94,0.838888013,0.407105678,0.4068712191352941
635,0.88,0.566431688,0.323492537,0.2610075775
721,0.72,0.770726776,0.445863388,0.5403998071294117
688,0.79,0.420115986,0.249835266,0.7654246683691617
570,0.87,0.515163495,0.371770303,0.2613066202
663,0.71,0.505296372,0.284039346,0.5660664282
798,0.76,0.46118609,0.257238722,0.6967163012100841
645,0.76,0.652705678,0.444130939,0.5300222206529412
683,0.74,1.289084874,0.718198198,0.4501540457411765
545,0.86,0.487128001,0.311107203,0.2701764796
566,0.78,0.395392781,0.228574462,0.5764144540365448
560,0.76,0.338088656,0.2114204,0.5958674454485049
692,0.86,0.263733684,0.169227967,0.7317574372381278
793,0.84,0.546023827,0.349262844,0.543706627017647
781,0.93,0.685308997,0.377749353,0.4234000473529412
529,0.79,0.965922874,0.584578115,0.2949499011
572,0.77,0.969949306,0.723417823,0.2806632871
526,0.77,1.457416357,0.983438662,0.2059144981
687,0.87,0.612144821,0.316544455,0.4591898959294118
797,0.82,0.873094233,0.548762307,0.4922261107058824
726,0.81,1.083921569,0.708276574,0.43430959746470593
533,0.82,1.058678862,0.666112079,0.22752090590000001
502,0.77,1.494861592,0.912681661,0.2092456747
610,0.71,0.785622759,0.48703323,0.3227344011
823,0.79,0.205306645,0.103842531,0.9072264739197772
553,0.82,0.938992754,0.517253623,0.2543753623
524,0.77,0.760632142,0.5004814,0.32388864580000004
740,0.71,0.383500397,0.229495638,0.7964981921291773
589,0.74,0.938818057,0.613783858,0.2947398085
513,0.72,0.358333865,0.226382775,0.5858155519518272
695,0.94,1.155763487,0.768686376,0.3119667784058824
767,0.91,0.386717124,0.256395459,0.6440842136246824
544,0.75,0.463729332,0.337426706,0.3698843962
816,0.95,0.518756934,0.242407968,0.4565500323142857
819,0.81,0.283779537,0.14843375,0.8218750582069573
748,0.82,0.579877455,0.360378447,0.5259744098000001
534,0.76,0.368688087,0.225085257,0.5838709926328903
618,0.81,0.347140093,0.189245356,0.5516821186710963
668,0.95,0.364428435,0.248738214,0.5278847129695133
674,0.86,0.682511299,0.398330508,0.44015111341764707
618,0.83,0.403564541,0.289714004,0.4271763807627907
713,0.95,0.432480751,0.27618263,0.42282115368151263
552,0.73,0.56230137,0.361495568,0.3576203062
777,0.81,0.338728257,0.210394279,0.7746145845803205
648,0.83,0.395059504,0.27049049,0.7021101856097323
745,0.82,0.362648952,0.209519244,0.7599523800488567
754,0.89,0.217695939,0.120001098,0.7782802083242134
731,0.8,0.333508772,0.17509293,0.7749066311794021
553,0.93,0.408183887,0.304760575,0.3245974571511628
721,0.89,1.134130918,0.729936447,0.3756520870294118
557,0.86,0.651353817,0.388991839,0.24596543440000002
543,0.8,0.319108672,0.207143798,0.5518087530730897
749,0.78,0.26010202,0.146110764,0.857622860072308
816,0.91,0.342482509,0.187631763,0.6933415609551494
536,0.76,0.370496763,0.22080724,0.5849782335215947
557,0.73,0.70708147,0.432118728,0.33607998019999996
549,0.88,0.542576209,0.376122217,0.2581301574
758,0.85,0.575655317,0.38124786,0.4772508587705882
720,0.75,0.283167367,0.148248818,0.8429658234072699
750,0.8,0.351834145,0.215321174,0.7618659218223569
626,0.83,0.273205482,0.176626647,0.573382896038206
777,0.86,0.339028073,0.209934071,0.7247092199291577
724,0.8,0.538783314,0.28617613,0.5304452320705882
659,0.71,0.355635152,0.229715396,0.7790764672522963
766,0.83,0.338801873,0.210263886,0.7714087393912448
658,0.84,0.473338148,0.257234158,0.6043262548218488
730,0.84,0.342153432,0.241323463,0.7489483657001172
731,0.95,1.044509382,0.668625038,0.248686558
611,0.83,0.3156144,0.219104935,0.5483495398255814
635,0.93,0.946802862,0.621087258,0.143210988
669,0.82,0.670805905,0.397572604,0.48992685498235294
849,0.95,1.459819611,0.875175763,0.22120634495294117
603,0.8,0.71784237,0.449256568,0.2832901062
784,0.74,0.228830294,0.139004351,0.8777274767808286
529,0.8,0.463501185,0.315278436,0.3221220379
535,0.95,0.286658979,0.176794213,0.37519433080564785
677,0.72,0.338238572,0.205744505,0.7969773336784248
730,0.92,0.756936213,0.556283275,0.3833839335529412
544,0.81,0.563993399,0.320429043,0.3115577558
593,0.95,0.789938666,0.543324815,0.07167365190000001
848,0.78,0.33779319,0.201041054,0.8490548324633574
703,0.85,0.72043616,0.443876706,0.4403334192823529
502,0.74,1.008766495,0.697521515,0.279371199
531,0.86,0.473372233,0.33778513,0.2688842637
750,0.77,0.730625758,0.46698278,0.5508273814941177
545,0.73,0.38817008,0.219916525,0.5811862723006644
673,0.73,0.753806481,0.490912825,0.5234692458705882
684,0.89,0.462642345,0.306681433,0.4742440927882353
583,0.81,0.418748827,0.270765713,0.5059145115033223
750,0.82,0.422903855,0.296469711,0.6425915304731874
600,0.76,0.436337258,0.284388842,0.37792739000000003
741,0.82,0.233240974,0.11306885,0.823317357350987
567,0.89,0.886527611,0.590909364,0.20225630249999998
608,0.79,0.491998484,0.337487491,0.3670514025
597,0.9,0.807437346,0.523407862,0.1669154792
789,0.85,0.249597056,0.122923151,0.7801118711955247
635,0.8,0.389782447,0.24470537,0.5219581443023256
538,0.76,0.949768161,0.684544049,0.286568779
547,0.75,0.760835456,0.423596536,0.3315568008
776,0.81,0.621119221,0.315901595,0.5345332125176471
732,0.74,0.826074729,0.499437525,0.5327428922470588
832,0.71,0.629751976,0.332123194,0.5985183653529412
806,0.76,0.34835656,0.169396669,0.8455468596838968
842,0.91,0.466578094,0.272541326,0.5536530615663866
596,0.92,0.718070481,0.477696324,0.1804233195
723,0.94,0.3592277,0.209272751,0.6543654650278483
720,0.84,0.49592112,0.284379375,0.533734656382353
581,0.94,0.440095942,0.307211072,0.2252692986
776,0.88,0.793000506,0.512666835,0.44766856001764704
650,0.81,0.510854355,0.289348186,0.5111562164882353
607,0.94,1.130291952,0.790733824,0.1078974224
644,0.91,1.163320659,0.775487959,0.29553090290588235
825,0.89,0.32773529,0.181812014,0.7514966873783466
637,0.94,0.36241029,0.228505277,0.43410950970930234
700,0.93,0.440997497,0.328615183,0.42892108494117653
824,0.88,0.560718091,0.358075858,0.5004735462764706
585,0.85,1.322210271,0.985985427,0.11918043019999996
515,0.8,0.963212153,0.679909115,0.2356878732
725,0.75,0.511756543,0.324333392,0.5796263006176471
555,0.88,0.493491201,0.335347821,0.2671160978
826,0.87,0.224336858,0.129288182,0.7945954634307211
596,0.81,0.352695434,0.228143677,0.5364979214036545
558,0.71,0.3943184,0.2232784,0.5785557607973422
742,0.79,0.301324157,0.186087281,0.8317001655545242
681,0.88,0.482294914,0.304867272,0.4715778990470588
709,0.76,0.349743884,0.211349489,0.8017116644308189
756,0.8,0.293170309,0.153244936,0.7994434652628494
536,0.92,0.483826036,0.358382249,0.21577917150000003
594,0.73,0.351609735,0.192835361,0.5993605224003322
669,0.86,0.372848926,0.251707947,0.6701599579670706
691,0.86,0.384465111,0.231047269,0.6813079214017003
686,0.86,0.398897693,0.247382541,0.6706468930335158
677,0.89,0.987825782,0.588106779,0.3915243909588235
756,0.76,0.269120974,0.124382248,0.8653444367246435
582,0.94,0.805707343,0.488212743,0.1706079914
532,0.82,0.394713422,0.288210713,0.4293851096302326
515,0.72,0.315483522,0.186424104,0.6100517019269103
570,0.95,0.568577185,0.419370436,0.10620523790000001
689,0.74,0.353721795,0.213159012,0.7942579576939612
531,0.91,0.527897044,0.374966182,0.20971367740000002
663,0.83,0.752186066,0.497701293,0.47001126410000005
660,0.82,0.994200542,0.552917796,0.43940581325882355
696,0.95,1.453571699,1.056674234,0.1586812890529412
599,0.77,0.624779817,0.362853211,0.3512366972
648,0.95,0.3249634,0.229701098,0.537979245144616
647,0.74,0.765443478,0.41866087,0.5218836828470589
798,0.8,0.535637534,0.300126955,0.5511294334529412
835,0.95,0.306029045,0.176626206,0.6163379020881375
701,0.92,0.374551108,0.205358207,0.6457293449653116
771,0.71,0.279806182,0.146287053,0.8594481246946454
722,0.92,0.869082139,0.589864939,0.3664582333764706
642,0.76,0.774340012,0.435506777,0.5178388505117647
686,0.83,0.276893332,0.152337235,0.7829647523856751
608,0.86,1.415413479,0.944010929,0.11405755919999999
593,0.86,0.706359204,0.51802113,0.2275619666
660,0.94,1.057277403,0.779874638,0.3104024429588235
720,0.73,0.564206435,0.348270352,0.570517027182353
770,0.78,0.795076874,0.422238949,0.5547390059352941
569,0.84,0.453642669,0.317790002,0.32285673290000005
670,0.72,0.256878348,0.131960016,0.8401910956888802
729,0.9,0.739778788,0.358263636,0.4046075223058824
621,0.93,0.471744626,0.330946137,0.21973092370000002
687,0.87,0.437637592,0.297387556,0.4785563087294118
622,0.86,0.330644,0.198617695,0.5021711554401993
715,0.84,0.500123935,0.308954299,0.5293862942470589
663,0.86,0.527093661,0.288493851,0.4634412488
807,0.92,0.31309692,0.150056513,0.710948092181454
749,0.75,0.676784884,0.333180233,0.5692976059470588
530,0.72,0.556754543,0.322559509,0.3620685948
665,0.74,0.718097066,0.398930628,0.5338854658941177
567,0.93,1.009529657,0.71689759,0.12735727530000002
794,0.82,0.398258419,0.205705385,0.7674449658593903
847,0.89,0.333958655,0.176539147,0.7584031482133086
704,0.92,0.506916041,0.303224436,0.4260447758294118
581,0.82,0.921685319,0.562896643,0.2515418038
832,0.74,0.345939207,0.19801933,0.8435337146951339
625,0.9,0.830873894,0.516161504,0.1652964602
782,0.84,0.810363518,0.466319377,0.5023317105
794,0.81,0.514675385,0.255917795,0.6406626607647059
537,0.81,0.364516525,0.241729254,0.5288968386877076
623,0.71,1.153030534,0.695778626,0.265119084
761,0.88,0.319300843,0.212782233,0.7235738647689075
736,0.79,0.415716353,0.229030391,0.7879957983931014
677,0.87,0.375591786,0.250016179,0.6724792275820793
590,0.73,0.311804718,0.204537184,0.6044382805980066
787,0.76,0.612521406,0.343030644,0.5859153832352941
537,0.8,0.544539066,0.368571035,0.3086889899
590,0.79,0.723326493,0.497152303,0.3279521204
831,0.8,0.692139037,0.41486631,0.5337112300058824
836,0.93,0.599285357,0.332668666,0.4526869506411765
632,0.92,0.274352394,0.174837341,0.4737552101744186
679,0.71,0.486078205,0.308879723,0.5702100895529412
516,0.8,0.464510582,0.340773208,0.31947162100000004
741,0.86,1.028913481,0.658404714,0.3992093569705882
523,0.71,0.563281493,0.392381199,0.3544337308
679,0.73,1.071641791,0.625746269,0.47996707635294117
515,0.89,0.67493104,0.480655495,0.2344413465
845,0.73,0.375254163,0.215160678,0.8344179024789916
528,0.82,0.38119969,0.223924149,0.5313759989451827
598,0.91,0.442956131,0.29242994,0.2264613929
748,0.8,0.723417635,0.363882433,0.5112699932
602,0.85,0.738856186,0.455056234,0.230608758
768,0.71,1.087894484,0.456719424,0.5214209621411765
527,0.94,0.439998924,0.296035076,0.2263966
716,0.92,0.260296578,0.14579359,0.6979850081014267
508,0.8,1.19459058,0.857634058,0.19477753620000002
559,0.71,0.677914646,0.462977692,0.33591076620000004
753,0.82,0.721291116,0.367156471,0.5126258295352941
784,0.75,0.770055263,0.468476316,0.5567350773941177
712,0.8,0.357239509,0.190953468,0.7581351419816299
552,0.82,0.778834374,0.420523342,0.2800642284
820,0.88,0.72154814,0.428878556,0.4761338009882353
526,0.82,1.462437943,0.93052305,0.1607039007
593,0.78,0.410715171,0.288291474,0.4756556965534884
642,0.84,0.347141867,0.211166821,0.7326761408818643
812,0.89,0.317876738,0.174316644,0.7526427623353527
684,0.89,0.338546831,0.212833731,0.6964326026397304
634,0.79,0.832753488,0.46252093,0.3204725582
803,0.9,0.382763392,0.211096041,0.6717702850483682
581,0.8,0.369287543,0.232696204,0.5310133889036546
794,0.9,0.898427896,0.572777778,0.38640884436470585
580,0.74,0.350739391,0.236830261,0.5838504636960133
577,0.9,1.060690643,0.680359644,0.1258949713
595,0.79,0.741763316,0.543094931,0.32151417530000004
803,0.79,0.596094267,0.265609151,0.6817066328168067
774,0.93,0.314128833,0.177927264,0.6910483904182139
566,0.85,0.508163539,0.342837355,0.2648999106
580,0.89,0.569252498,0.421884077,0.25088634249999997
715,0.94,0.732005528,0.364683661,0.4006251987470588
575,0.75,0.256883198,0.140705809,0.6400076467524918
797,0.75,1.197456294,0.759082168,0.4887579185058823
648,0.8,0.460687831,0.291210317,0.5153984204941177
826,0.84,0.469138691,0.255676501,0.6547142712991597
568,0.72,0.526499539,0.328560443,0.3644940018
744,0.9,0.330076455,0.172494691,0.6804563163469807
566,0.72,0.738062134,0.400654444,0.3361283422
809,0.72,0.242078569,0.113462936,0.891121357699824
544,0.93,0.700180648,0.423268993,0.18765503590000002
546,0.8,0.952691511,0.547239476,0.25000690130000003
545,0.85,0.370801547,0.209291811,0.48902000673588036
848,0.91,0.426581113,0.219488636,0.6718180561344538
725,0.9,1.338091419,0.95276664,0.2841494882176471
591,0.95,1.35226209,0.953666147,-0.025592823699999993
716,0.95,0.368805938,0.246854719,0.5416570128605629
833,0.79,0.440640037,0.205181032,0.7276570563
774,0.81,0.6379619,0.312022443,0.5326486245235295
677,0.85,0.415583498,0.275996044,0.6539003062282588
849,0.89,0.743578727,0.455132303,0.4798347793529411
774,0.71,0.319097214,0.179299185,0.839402981190639
583,0.87,0.719483218,0.545446635,0.2235070147
681,0.9,0.701404993,0.487251908,0.3814284275470588
732,0.81,0.513062618,0.259531544,0.6212980187042016
560,0.82,1.195625483,0.755471042,0.20489034750000001
515,0.75,0.366427572,0.193719954,0.5955985877242524
622,0.95,1.053014105,0.666599852,0.03303860430000001
504,0.77,0.49179543,0.298106638,0.3710097932
517,0.93,0.444837794,0.338592863,0.2216569343
751,0.94,0.419762699,0.209721514,0.6483625799013094
548,0.72,0.259675759,0.147169326,0.6370498150332226
700,0.72,0.382598779,0.202868615,0.7944528159229041
674,0.93,0.302343282,0.158989572,0.6711409129548563
690,0.78,1.036796748,0.683544715,0.4809070301705883
760,0.85,0.895124162,0.407934568,0.4432235387647059
619,0.85,0.29612069,0.19090673,0.512953748255814
723,0.78,0.42359762,0.253285622,0.7736768336906391
714,0.8,0.212561296,0.111856256,0.8206184776079735
806,0.79,0.35335151,0.197311242,0.8344157530476841
645,0.72,0.784472941,0.516708235,0.5095877647529412
697,0.95,0.450915055,0.252537983,0.42471635771428573
648,0.74,0.651066521,0.390434024,0.5364381807941176
709,0.78,0.804348562,0.4378511,0.5343094455647058
509,0.76,0.315801134,0.20198341,0.6044209436710963
789,0.8,0.28555637,0.164877244,0.8067656353898769
704,0.8,0.437073614,0.282303394,0.5351211227294118
805,0.86,0.904114849,0.561267414,0.4402264795823529
784,0.76,0.372925984,0.191265384,0.8255521965565761
695,0.89,0.295823604,0.172813628,0.7238964248719952
604,0.9,0.43966356,0.295042963,0.2265293477
538,0.95,1.29284375,0.916802083,-0.0159645833
523,0.8,0.447988673,0.273796112,0.4074168069857143
626,0.73,0.32717517,0.189018121,0.6064062793770764
662,0.85,0.941626778,0.597887617,0.3907544428529412
654,0.88,0.414173508,0.271590038,0.6490370785684971
742,0.92,0.705109677,0.462529032,0.40147142321764706
503,0.73,0.789906542,0.524312106,0.3185781352
771,0.77,0.289372726,0.128163342,0.8636961009487981
724,0.93,0.394894331,0.263367727,0.6270453830403557
722,0.86,0.431772463,0.260990304,0.5759648720193277
838,0.79,0.424163506,0.171108302,0.8367178045641978
811,0.83,0.916976744,0.483892058,0.49844253156470586
602,0.84,0.337538302,0.214165419,0.5450150708222592
749,0.84,0.844052307,0.46526888,0.4893619989470588
619,0.9,0.362722513,0.212722513,0.4396736011378738
556,0.87,0.398293826,0.25593411,0.46596848955149495
588,0.84,0.424651744,0.306142484,0.4206295320651163
820,0.83,0.44028189,0.266738583,0.6518845019453782
668,0.94,0.69755877,0.390747438,0.38763996743529416
817,0.92,1.116535997,0.696633999,0.35897711804705884
518,0.94,0.46191352,0.354136818,0.21839496620000004
533,0.95,1.546177854,1.055369816,-0.055154767
695,0.76,0.357987741,0.170515772,0.8102603116826265
657,0.73,0.508364059,0.288965288,0.563502359417647
681,0.86,0.476436688,0.305441017,0.4721063471470588
612,0.73,0.430108736,0.280720376,0.37891708879999997
727,0.86,0.482032241,0.277540301,0.5664987692403362
759,0.77,0.425546012,0.258981595,0.7817776784947235
804,0.78,0.36430292,0.17579927,0.83896352536154
553,0.89,0.417072762,0.313172573,0.37168907711860466
793,0.95,0.320803294,0.198330303,0.5927976258369162
647,0.87,1.394133394,0.870539927,0.31382678554705884
682,0.87,0.253775084,0.147169732,0.7390101553273403
666,0.88,0.356899334,0.231446276,0.6802231235391831
787,0.82,0.282541193,0.152053014,0.8114586861921048
763,0.92,0.434053608,0.28326323,0.4526800809058824
510,0.78,0.673058444,0.446633202,0.3380308354
839,0.82,0.408948513,0.202458303,0.7793538637478015
531,0.77,0.527330834,0.332815151,0.3639854015
751,0.71,0.496991833,0.276483666,0.6724390032126051
679,0.89,0.509358954,0.366524039,0.4621175830529412
689,0.81,0.924528986,0.535859684,0.4566081918235294
608,0.88,0.525871741,0.35692257,0.2617205689
840,0.93,0.34634859,0.219117732,0.6882563069513387
688,0.84,0.384251526,0.263738706,0.7187997261764706
500,0.9,0.496079319,0.316581584,0.2187339097
678,0.79,0.524010746,0.328372314,0.5641734587058823
762,0.89,0.386062347,0.229188335,0.7024827291103186
576,0.86,1.153325301,0.7987642,0.1547910499
535,0.81,0.6485,0.477879562,0.2873620438
527,0.79,0.678905609,0.434621849,0.3386472542
768,0.74,0.597205361,0.327004336,0.5834613832411765
502,0.75,0.369237002,0.241282917,0.577958459410299
710,0.95,0.485619111,0.305589354,0.3347026829117647
589,0.71,0.380156522,0.214306719,0.5850533925830564
799,0.78,0.287179181,0.17275997,0.856514154667774
670,0.95,0.994364407,0.663591102,0.23626327262941177
800,0.79,0.757159546,0.414369159,0.5681412471470588
711,0.72,0.715028297,0.428101302,0.5448046871588235
529,0.87,0.449210306,0.312741935,0.2738047759
642,0.75,0.584665569,0.355811895,0.5447757830117648
730,0.86,0.283424004,0.157077828,0.7426940989974593
829,0.74,1.061379459,0.617889987,0.5258965848117647
721,0.83,0.479850869,0.327933464,0.5312803902294119
749,0.79,0.949423618,0.492066542,0.5261451016470589
516,0.86,0.40732428,0.295102662,0.375763157055814
629,0.72,0.521184405,0.336614575,0.364220102
600,0.74,0.294333184,0.151348176,0.6274975023255813
773,0.92,0.38577532,0.235611963,0.653490620835939
766,0.75,0.866543763,0.443042729,0.5443354684470588
658,0.82,0.396181999,0.236540872,0.7169151803029118
563,0.77,0.421483501,0.268398852,0.5561238483056479
625,0.89,0.798218259,0.533162639,0.2168619102
635,0.71,0.340759765,0.208695092,0.5962195815946844
617,0.85,0.581357762,0.397814494,0.25208277440000004
803,0.71,0.345892128,0.185069708,0.8396401165350793
656,0.93,0.30745832,0.161927503,0.6636079905154388
618,0.76,0.467118515,0.317719458,0.3715162027
811,0.93,0.51987239,0.285533643,0.4579888084647059
538,0.75,0.40571353,0.229678614,0.5736199398504983
782,0.71,1.337914021,0.799076698,0.4663009281
517,0.87,0.725696925,0.51579083,0.2258512245
841,0.93,0.303696493,0.177342702,0.7133891704954075
650,0.82,0.387942686,0.227121471,0.7198424302144811
832,0.94,0.317005154,0.170466639,0.7101028110157319
665,0.85,0.734005376,0.517607527,0.42042694499411765
800,0.82,0.623074707,0.405072907,0.5324793562470589
611,0.78,1.031883061,0.582613929,0.288550301
792,0.86,0.332692759,0.156058341,0.7498356456151065
813,0.81,0.465886801,0.205571398,0.6691106105302521
544,0.95,0.859803532,0.638132566,0.0552063902
849,0.92,0.232053683,0.108458177,0.7570048463479577
707,0.85,0.524897309,0.352631747,0.47018827087058823
514,0.81,0.71960956,0.453163748,0.28272266920000005
634,0.78,0.35136311,0.217250636,0.5906981359800665
549,0.71,0.303473201,0.191987749,0.6108577837624585
553,0.82,0.767024361,0.5461667,0.2686808939
804,0.81,0.406887336,0.230642795,0.7594731995891147
758,0.81,0.263608476,0.144234107,0.8101246986549737
572,0.91,0.404897416,0.296213818,0.32621642843255816
629,0.83,0.312809141,0.185323039,0.5610668884966777
840,0.8,0.738977741,0.452360539,0.5279249955294117
785,0.93,0.840875048,0.432392052,0.4035556429411765
525,0.75,0.466688358,0.300469656,0.3732841986
738,0.83,0.247949318,0.116970283,0.81762109036496
570,0.82,0.400570997,0.296643505,0.4271796036860465
847,0.8,0.294391842,0.163143823,0.8223887769176275
542,0.86,0.413768966,0.290260975,0.37474856156976744
795,0.95,0.303278767,0.15487394,0.6129814621692398
627,0.93,0.77172499,0.540354055,0.16879209550000002
776,0.74,0.376775922,0.234796722,0.8067570145329295
572,0.74,0.673716918,0.420433248,0.34058498340000004
689,0.76,1.173389831,0.756924939,0.4596155818235294
678,0.83,0.975018802,0.659427249,0.43596715960588234
802,0.8,0.548137617,0.275291947,0.6327500387411765
596,0.77,0.324852412,0.24257328,0.5878196131561462
728,0.74,0.279857485,0.142814958,0.8480291688694548
584,0.89,0.418505566,0.309914934,0.37168163078604655
549,0.71,0.300501311,0.194575773,0.6106246266860466
749,0.83,0.689238538,0.495944254,0.5017758384470588
554,0.87,0.774687326,0.434095477,0.2291217197
757,0.72,0.301792146,0.160872207,0.8450084791806722
540,0.92,0.836075596,0.555253678,0.1608670726
580,0.91,0.474519807,0.297937436,0.2227542757
606,0.89,0.606620781,0.390139544,0.25032396749999997
722,0.8,0.3206745,0.160442545,0.7804765671316201
514,0.79,0.338010594,0.218523989,0.5933486033305647
839,0.85,0.262887139,0.161121451,0.7780847865717218
643,0.79,1.347609075,0.868551483,0.4175015912588235
549,0.95,0.544061503,0.391328018,0.1114610479
540,0.77,0.249221485,0.150247435,0.6383817169019934
